scientific_name;sharecount;article_cnt;gl_hits;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution;common_name
Manis culionensis;2429.0;31;14000;0;Animalia;Mammalia;Pholidota;Manidae;Manis;culionensis;I;Philippines;;Philippine Pangolin
Lipotes vexillifer;2422.0;24;114000;1;Animalia;Mammalia;Cetacea;Iniidae;Lipotes;vexillifer;I;;;Baiji
Lipotes vexillifer;2422.0;24;114000;1;Animalia;Mammalia;Cetacea;Iniidae;Lipotes;vexillifer;I;;; White Flag Dolphin
Lipotes vexillifer;2422.0;24;114000;1;Animalia;Mammalia;Cetacea;Iniidae;Lipotes;vexillifer;I;;; Yangtze River Dolphin
Astrochelys yniphora;2414.0;32;21100;0;Animalia;Reptilia;Testudines;Testudinidae;Astrochelys;yniphora;I;Madagascar;;Angonoka
Astrochelys yniphora;2414.0;32;21100;0;Animalia;Reptilia;Testudines;Testudinidae;Astrochelys;yniphora;I;Madagascar;; Madagascar Tortoise
Astrochelys yniphora;2414.0;32;21100;0;Animalia;Reptilia;Testudines;Testudinidae;Astrochelys;yniphora;I;Madagascar;; Ploughshare tortoise
Monachus monachus;2405.0;38;218000;1;Animalia;Mammalia;Carnivora;Phocidae;Monachus;monachus;I;Algeria,Cabo Verde,Cyprus,Gambia,Greece,Mauritania,Russian Federation,Senegal,Spain,Turkey,Western Sahara;Egypt,France,Georgia,Israel,Italy,Lebanon,Malta,Morocco,Portugal,Syrian Arab Republic;Mediterranean Monk Seal
Falco rusticolus;2367.0;21;160000;1;Animalia;Aves;Falconiformes;Falconidae;Falco;rusticolus;I;Austria,Belgium,Bulgaria,Canada,China,Czech Republic,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Iceland,Ireland,Isle of Man (United Kingdom),Japan,Kazakhstan,Kyrgyzstan,Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Saint Pierre and Miquelon,Svalbard and Jan Mayen Islands,Sweden,Switzerland,Ukraine,United Kingdom of Great Britain and Northern Ireland,United States of America;;Gyrfalcon
Falco rusticolus;2367.0;21;160000;1;Animalia;Aves;Falconiformes;Falconidae;Falco;rusticolus;I;Austria,Belgium,Bulgaria,Canada,China,Czech Republic,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Iceland,Ireland,Isle of Man (United Kingdom),Japan,Kazakhstan,Kyrgyzstan,Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Saint Pierre and Miquelon,Svalbard and Jan Mayen Islands,Sweden,Switzerland,Ukraine,United Kingdom of Great Britain and Northern Ireland,United States of America;; Gyr Falcon
Nectophrynoides asperginis;2363.0;29;6400;0;Animalia;Amphibia;Anura;Bufonidae;Nectophrynoides;asperginis;I;;;Kihansi spray toad
Eulemur macaco;2339.0;24;39200;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;macaco;I;Madagascar;;Black Lemur
Pristis zijsron;2325.0;17;16600;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;zijsron;I;Australia,Cambodia,China,India,Indonesia,Malaysia,Mauritius,Mozambique,Oman,Pakistan,Papua New Guinea,Philippines,South Africa,Sri Lanka,Thailand,Viet Nam;;Green Sawfish
Pristis zijsron;2325.0;17;16600;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;zijsron;I;Australia,Cambodia,China,India,Indonesia,Malaysia,Mauritius,Mozambique,Oman,Pakistan,Papua New Guinea,Philippines,South Africa,Sri Lanka,Thailand,Viet Nam;; Longcomb Sawfish
Ardeotis nigriceps;2319.0;29;22400;0;Animalia;Aves;Gruiformes;Otididae;Ardeotis;nigriceps;I;India,Pakistan;;Great Indian Bustard
Ardeotis nigriceps;2319.0;29;22400;0;Animalia;Aves;Gruiformes;Otididae;Ardeotis;nigriceps;I;India,Pakistan;; Indian Bustard
Equus hemionus khur;2287.0;28;17600;0;Animalia;Mammalia;Perissodactyla;Equidae;Equus;hemionus;I;India,Pakistan;; Indian Wild Ass
Equus hemionus khur;2287.0;28;17600;0;Animalia;Mammalia;Perissodactyla;Equidae;Equus;hemionus;I;India,Pakistan;; Khur
Phaner furcifer;2285.0;2;8390;0;Animalia;Mammalia;Primates;Cheirogaleidae;Phaner;furcifer;I;Madagascar;; Fork-marked Lemur
Nanger dama;2275.0;27;25900;0;Animalia;Mammalia;Artiodactyla;Bovidae;Nanger;dama;I;Algeria,Chad,Egypt,Mali,Morocco,Niger;Libya,Mauritania,Senegal,Tunisia;Addra Gazelle
Nanger dama;2275.0;27;25900;0;Animalia;Mammalia;Artiodactyla;Bovidae;Nanger;dama;I;Algeria,Chad,Egypt,Mali,Morocco,Niger;Libya,Mauritania,Senegal,Tunisia; Dama Gazelle
Nanger dama;2275.0;27;25900;0;Animalia;Mammalia;Artiodactyla;Bovidae;Nanger;dama;I;Algeria,Chad,Egypt,Mali,Morocco,Niger;Libya,Mauritania,Senegal,Tunisia; Mhorr gazelle
Equus przewalskii;2271.0;47;109000;1;Animalia;Mammalia;Perissodactyla;Equidae;Equus;przewalskii;I;;Kazakhstan;Mongolian Wild Horse
Equus przewalskii;2271.0;47;109000;1;Animalia;Mammalia;Perissodactyla;Equidae;Equus;przewalskii;I;;Kazakhstan; Przewalski's Horse
Equus przewalskii;2271.0;47;109000;1;Animalia;Mammalia;Perissodactyla;Equidae;Equus;przewalskii;I;;Kazakhstan; Przewalski's Wild Horse
Equus przewalskii;2271.0;47;109000;1;Animalia;Mammalia;Perissodactyla;Equidae;Equus;przewalskii;I;;Kazakhstan; Takh
Lutra lutra;2197.0;57;752000;1;Animalia;Mammalia;Carnivora;Mustelidae;Lutra;lutra;I;Afghanistan,Albania,Algeria,Andorra,Armenia,Austria,Azerbaijan,Bangladesh,Belarus,Belgium,Bhutan,Bosnia and Herzegovina,Bulgaria,Cambodia,China,Croatia,Czech Republic,Democratic People's Republic of Korea,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hong Kong, SAR,Hungary,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Jordan,Kazakhstan,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lithuania,Luxembourg,Mongolia,Montenegro,Morocco,Myanmar,Nepal,Netherlands,North Macedonia,Norway,Pakistan,Poland,Portugal,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Serbia,Slovakia,Slovenia,Spain,Sri Lanka,Sweden,Syrian Arab Republic,Taiwan, Province of China,Tajikistan,Thailand,Tunisia,Turkey,Turkmenistan,Ukraine,United Kingdom of Great Britain and Northern Ireland,Uzbekistan,Viet Nam;Liechtenstein,Switzerland;Common Otter
Lutra lutra;2197.0;57;752000;1;Animalia;Mammalia;Carnivora;Mustelidae;Lutra;lutra;I;Afghanistan,Albania,Algeria,Andorra,Armenia,Austria,Azerbaijan,Bangladesh,Belarus,Belgium,Bhutan,Bosnia and Herzegovina,Bulgaria,Cambodia,China,Croatia,Czech Republic,Democratic People's Republic of Korea,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hong Kong, SAR,Hungary,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Jordan,Kazakhstan,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lithuania,Luxembourg,Mongolia,Montenegro,Morocco,Myanmar,Nepal,Netherlands,North Macedonia,Norway,Pakistan,Poland,Portugal,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Serbia,Slovakia,Slovenia,Spain,Sri Lanka,Sweden,Syrian Arab Republic,Taiwan, Province of China,Tajikistan,Thailand,Tunisia,Turkey,Turkmenistan,Ukraine,United Kingdom of Great Britain and Northern Ireland,Uzbekistan,Viet Nam;Liechtenstein,Switzerland; Eurasian Otter
Lutra lutra;2197.0;57;752000;1;Animalia;Mammalia;Carnivora;Mustelidae;Lutra;lutra;I;Afghanistan,Albania,Algeria,Andorra,Armenia,Austria,Azerbaijan,Bangladesh,Belarus,Belgium,Bhutan,Bosnia and Herzegovina,Bulgaria,Cambodia,China,Croatia,Czech Republic,Democratic People's Republic of Korea,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hong Kong, SAR,Hungary,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Jordan,Kazakhstan,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lithuania,Luxembourg,Mongolia,Montenegro,Morocco,Myanmar,Nepal,Netherlands,North Macedonia,Norway,Pakistan,Poland,Portugal,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Serbia,Slovakia,Slovenia,Spain,Sri Lanka,Sweden,Syrian Arab Republic,Taiwan, Province of China,Tajikistan,Thailand,Tunisia,Turkey,Turkmenistan,Ukraine,United Kingdom of Great Britain and Northern Ireland,Uzbekistan,Viet Nam;Liechtenstein,Switzerland; European Otter
Lutra lutra;2197.0;57;752000;1;Animalia;Mammalia;Carnivora;Mustelidae;Lutra;lutra;I;Afghanistan,Albania,Algeria,Andorra,Armenia,Austria,Azerbaijan,Bangladesh,Belarus,Belgium,Bhutan,Bosnia and Herzegovina,Bulgaria,Cambodia,China,Croatia,Czech Republic,Democratic People's Republic of Korea,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hong Kong, SAR,Hungary,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Jordan,Kazakhstan,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lithuania,Luxembourg,Mongolia,Montenegro,Morocco,Myanmar,Nepal,Netherlands,North Macedonia,Norway,Pakistan,Poland,Portugal,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Serbia,Slovakia,Slovenia,Spain,Sri Lanka,Sweden,Syrian Arab Republic,Taiwan, Province of China,Tajikistan,Thailand,Tunisia,Turkey,Turkmenistan,Ukraine,United Kingdom of Great Britain and Northern Ireland,Uzbekistan,Viet Nam;Liechtenstein,Switzerland; European River Otter
Caracal caracal;2147.0;29;179000;1;Animalia;Mammalia;Carnivora;Felidae;Caracal;caracal;I/II;Afghanistan,Algeria,Angola,Benin,Botswana,Cameroon,Central African Republic,Chad,Democratic Republic of the Congo,Djibouti,Egypt,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,India,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kazakhstan,Kenya,Kuwait,Lebanon,Lesotho,Libya,Malawi,Mauritania,Morocco,Mozambique,Namibia,Niger,Nigeria,Oman,Pakistan,Saudi Arabia,Senegal,Somalia,South Africa,South Sudan,Sudan,Syrian Arab Republic,Tajikistan,Togo,Tunisia,Turkey,Turkmenistan,Uganda,United Arab Emirates,United Republic of Tanzania,Uzbekistan,Yemen,Zambia,Zimbabwe;;African Caracal
Caracal caracal;2147.0;29;179000;1;Animalia;Mammalia;Carnivora;Felidae;Caracal;caracal;I/II;Afghanistan,Algeria,Angola,Benin,Botswana,Cameroon,Central African Republic,Chad,Democratic Republic of the Congo,Djibouti,Egypt,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,India,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kazakhstan,Kenya,Kuwait,Lebanon,Lesotho,Libya,Malawi,Mauritania,Morocco,Mozambique,Namibia,Niger,Nigeria,Oman,Pakistan,Saudi Arabia,Senegal,Somalia,South Africa,South Sudan,Sudan,Syrian Arab Republic,Tajikistan,Togo,Tunisia,Turkey,Turkmenistan,Uganda,United Arab Emirates,United Republic of Tanzania,Uzbekistan,Yemen,Zambia,Zimbabwe;; Caracal
Caracal caracal;2147.0;29;179000;1;Animalia;Mammalia;Carnivora;Felidae;Caracal;caracal;I/II;Afghanistan,Algeria,Angola,Benin,Botswana,Cameroon,Central African Republic,Chad,Democratic Republic of the Congo,Djibouti,Egypt,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,India,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kazakhstan,Kenya,Kuwait,Lebanon,Lesotho,Libya,Malawi,Mauritania,Morocco,Mozambique,Namibia,Niger,Nigeria,Oman,Pakistan,Saudi Arabia,Senegal,Somalia,South Africa,South Sudan,Sudan,Syrian Arab Republic,Tajikistan,Togo,Tunisia,Turkey,Turkmenistan,Uganda,United Arab Emirates,United Republic of Tanzania,Uzbekistan,Yemen,Zambia,Zimbabwe;; Desert Lynx
Lutrogale perspicillata;2128.0;24;43100;0;Animalia;Mammalia;Carnivora;Mustelidae;Lutrogale;perspicillata;I;Afghanistan,Bangladesh,Bhutan,Brunei Darussalam,Cambodia,China,India,Indonesia,Iraq,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Pakistan,Singapore,Thailand,Viet Nam;;Indian Smooth-coated Otter
Lutrogale perspicillata;2128.0;24;43100;0;Animalia;Mammalia;Carnivora;Mustelidae;Lutrogale;perspicillata;I;Afghanistan,Bangladesh,Bhutan,Brunei Darussalam,Cambodia,China,India,Indonesia,Iraq,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Pakistan,Singapore,Thailand,Viet Nam;; Smooth-coated Otter
Aquila adalberti;2121.0;24;95100;0;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;I;France,Gibraltar (United Kingdom),Portugal,Spain;Algeria,Morocco; Spanish eagle
Aquila adalberti;2121.0;24;95100;0;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;I;France,Gibraltar (United Kingdom),Portugal,Spain;Algeria,Morocco; Spanish Imperial Eagle
Aquila adalberti;2121.0;24;95100;0;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;I;France,Gibraltar (United Kingdom),Portugal,Spain;Algeria,Morocco; White-shouldered Eagle
Pteronura brasiliensis;2092.0;16;157000;1;Animalia;Mammalia;Carnivora;Mustelidae;Pteronura;brasiliensis;I;Argentina,Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela (Bolivarian Republic of);; Giant Otter
Amazona oratrix;1980.0;24;43900;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;oratrix;I;Belize,Guatemala,Honduras,Mexico;;Yellow-headed Amazon
Amazona oratrix;1980.0;24;43900;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;oratrix;I;Belize,Guatemala,Honduras,Mexico;; Yellow-headed Parrot
Platysternon megacephalum;1961.0;19;41600;0;Animalia;Reptilia;Testudines;Platysternidae;Platysternon;megacephalum;I;Cambodia,China,Hong Kong, SAR,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam;;Big-Headed Turtle
Crocodylus palustris;1921.0;50;87000;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;palustris;I;India,Iran (Islamic Republic of),Nepal,Pakistan,Sri Lanka;Bangladesh;Broad-snouted Crocodile
Crocodylus palustris;1921.0;50;87000;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;palustris;I;India,Iran (Islamic Republic of),Nepal,Pakistan,Sri Lanka;Bangladesh; Marsh Crocodile
Crocodylus palustris;1921.0;50;87000;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;palustris;I;India,Iran (Islamic Republic of),Nepal,Pakistan,Sri Lanka;Bangladesh; Mugger
Crocodylus palustris;1921.0;50;87000;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;palustris;I;India,Iran (Islamic Republic of),Nepal,Pakistan,Sri Lanka;Bangladesh; Mugger Crocodile
Crocodylus palustris;1921.0;50;87000;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;palustris;I;India,Iran (Islamic Republic of),Nepal,Pakistan,Sri Lanka;Bangladesh; Muggar
Rhinopithecus strykeri;1909.0;18;13300;0;Animalia;Mammalia;Primates;Cercopithecidae;Rhinopithecus;strykeri;I;Myanmar;; Myanmar snub-nosed monkey
Rhinopithecus strykeri;1909.0;18;13300;0;Animalia;Mammalia;Primates;Cercopithecidae;Rhinopithecus;strykeri;I;Myanmar;;Burmese snub-nosed monkey
Manis pentadactyla;1904.0;20;56800;0;Animalia;Mammalia;Pholidota;Manidae;Manis;pentadactyla;I;Bangladesh,Bhutan,Cambodia,China,Hong Kong, SAR,India,Lao People's Democratic Republic,Myanmar,Nepal,Taiwan, Province of China,Thailand,Viet Nam;;Chinese Pangolin
Shinisaurus crocodilurus;1898.0;10;41600;0;Animalia;Reptilia;Sauria;Xenosauridae;Shinisaurus;crocodilurus;I;China,Viet Nam;;Chinese Crocodile Lizard
Sus salvanius;1880.0;33;19500;0;Animalia;Mammalia;Artiodactyla;Suidae;Sus;salvanius;I;Bhutan,India;Bangladesh,Nepal;Pygmy Hog
Quadrula sparsa;1852.0;1;5750;0;Animalia;Bivalvia;Unionoida;Unionidae;Quadrula;sparsa;I;United States of America;;Appalachian Monkeyface
Lophura edwardsi;1847.0;3;15500;0;Animalia;Aves;Galliformes;Phasianidae;Lophura;edwardsi;I;Viet Nam;;Edwards's Pheasant
Panthera uncia;1837.0;31;250000;1;Animalia;Mammalia;Carnivora;Felidae;Panthera;uncia;I;Afghanistan,Bhutan,China,India,Kazakhstan,Kyrgyzstan,Mongolia,Myanmar,Nepal,Pakistan,Russian Federation,Tajikistan,Uzbekistan;;Ounce
Panthera uncia;1837.0;31;250000;1;Animalia;Mammalia;Carnivora;Felidae;Panthera;uncia;I;Afghanistan,Bhutan,China,India,Kazakhstan,Kyrgyzstan,Mongolia,Myanmar,Nepal,Pakistan,Russian Federation,Tajikistan,Uzbekistan;; Snow Leopard
Pseudemydura umbrina;1835.0;37;11400;0;Animalia;Reptilia;Testudines;Chelidae;Pseudemydura;umbrina;I;Australia;;Short-necked turtle
Pseudemydura umbrina;1835.0;37;11400;0;Animalia;Reptilia;Testudines;Chelidae;Pseudemydura;umbrina;I;Australia;; Western swamp tortoise
Bettongia lesueur;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;;Boodie
Bettongia lesueur;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;; Burrowing Bettong
Enhydra lutris nereis;1802.0;60;38700;0;Animalia;Mammalia;Carnivora;Mustelidae;Enhydra;lutris;I;Canada,Mexico,United States of America;;California Sea Otter
Enhydra lutris nereis;1802.0;60;38700;0;Animalia;Mammalia;Carnivora;Mustelidae;Enhydra;lutris;I;Canada,Mexico,United States of America;; Southern Sea Otter
Cyclura lewisi;1775.0;43;31300;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;lewisi;I;Cayman Islands (United Kingdom);;Blue iguana
Cyclura lewisi;1775.0;43;31300;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;lewisi;I;Cayman Islands (United Kingdom);; Grand cayman blue iguana
Cyclura lewisi;1775.0;43;31300;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;lewisi;I;Cayman Islands (United Kingdom);; Grand Cayman Iguana
Cyclura lewisi;1775.0;43;31300;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;lewisi;I;Cayman Islands (United Kingdom);; Grand cayman rock iguana
Acipenser brevirostrum;1772.0;24;44300;0;Animalia;Actinopteri;Acipenseriformes;Acipenseridae;Acipenser;brevirostrum;I;Canada,United States of America;; Shortnose Sturgeon
Psephotus pulcherrimus;1745.0;8;12100;0;Animalia;Aves;Psittaciformes;Psittacidae;Psephotus;pulcherrimus;I;;Australia; Paradise Parrot
Psephotus pulcherrimus;1745.0;8;12100;0;Animalia;Aves;Psittaciformes;Psittacidae;Psephotus;pulcherrimus;I;;Australia;Beautiful Parakeet
Felis nigripes;1744.0;26;61800;0;Animalia;Mammalia;Carnivora;Felidae;Felis;nigripes;I;Botswana,Namibia,South Africa,Zimbabwe;;Black-footed Cat
Felis nigripes;1744.0;26;61800;0;Animalia;Mammalia;Carnivora;Felidae;Felis;nigripes;I;Botswana,Namibia,South Africa,Zimbabwe;; Small-spotted Cat
Crocodylus mindorensis;1706.0;30;40900;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;mindorensis;I;Philippines;;Mindoro Crocodile
Crocodylus mindorensis;1706.0;30;40900;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;mindorensis;I;Philippines;; Philippine Crocodile
Propithecus verreauxi;1688.0;14;61000;0;Animalia;Mammalia;Primates;Indriidae;Propithecus;verreauxi;I;Madagascar;;Verreaux's Sifaka
Berardius bairdii;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;;Baird's Beaked Whale
Trachypithecus geei;1623.0;25;16600;0;Animalia;Mammalia;Primates;Cercopithecidae;Trachypithecus;geei;I;Bhutan,India;;Gee's Golden Langur
Trachypithecus geei;1623.0;25;16600;0;Animalia;Mammalia;Primates;Cercopithecidae;Trachypithecus;geei;I;Bhutan,India;; Golden Langur
Sphenodon punctatus;1619.0;28;68100;0;Animalia;Reptilia;Rhynchocephalia;Sphenodontidae;Sphenodon;punctatus;I;New Zealand;;Beak-head
Sphenodon punctatus;1619.0;28;68100;0;Animalia;Reptilia;Rhynchocephalia;Sphenodontidae;Sphenodon;punctatus;I;New Zealand;; Cook Strait Tuatara
Sphenodon punctatus;1619.0;28;68100;0;Animalia;Reptilia;Rhynchocephalia;Sphenodontidae;Sphenodon;punctatus;I;New Zealand;; Sphenodon
Sphenodon punctatus;1619.0;28;68100;0;Animalia;Reptilia;Rhynchocephalia;Sphenodontidae;Sphenodon;punctatus;I;New Zealand;; Tuatara
Gazella leptoceros;1617.0;26;25900;0;Animalia;Mammalia;Artiodactyla;Bovidae;Gazella;leptoceros;I;Algeria,Chad,Egypt,Libya,Mali,Niger,Sudan,Tunisia;;Rhim Gazelle
Gazella leptoceros;1617.0;26;25900;0;Animalia;Mammalia;Artiodactyla;Bovidae;Gazella;leptoceros;I;Algeria,Chad,Egypt,Libya,Mali,Niger,Sudan,Tunisia;; Sand Gazelle
Gazella leptoceros;1617.0;26;25900;0;Animalia;Mammalia;Artiodactyla;Bovidae;Gazella;leptoceros;I;Algeria,Chad,Egypt,Libya,Mali,Niger,Sudan,Tunisia;; Slender-horned Gazelle
Addax nasomaculatus;1582.0;23;73400;0;Animalia;Mammalia;Artiodactyla;Bovidae;Addax;nasomaculatus;I;Chad,Mali,Mauritania,Niger,Sudan;Algeria,Egypt,Libya,Morocco,Tunisia,Western Sahara;Addax
Microcebus berthae;1578.0;13;21200;0;Animalia;Mammalia;Primates;Cheirogaleidae;Microcebus;berthae;I;Madagascar;;Berthe's Mouse Lemur
Latimeria chalumnae;1572.0;47;140000;1;Animalia;Coelacanthi;Coelacanthiformes;Latimeriidae;Latimeria;chalumnae;I;Comoros,Kenya,Madagascar,Mozambique,South Africa;;Coelacanth
Latimeria chalumnae;1572.0;47;140000;1;Animalia;Coelacanthi;Coelacanthiformes;Latimeriidae;Latimeria;chalumnae;I;Comoros,Kenya,Madagascar,Mozambique,South Africa;; Gombessa
Latimeria chalumnae;1572.0;47;140000;1;Animalia;Coelacanthi;Coelacanthiformes;Latimeriidae;Latimeria;chalumnae;I;Comoros,Kenya,Madagascar,Mozambique,South Africa;; Latimeria
Latimeria chalumnae;1572.0;47;140000;1;Animalia;Coelacanthi;Coelacanthiformes;Latimeriidae;Latimeria;chalumnae;I;Comoros,Kenya,Madagascar,Mozambique,South Africa;; Old Four Legs
Ovis hodgsoni;1564.0;31;1650;0;Animalia;Mammalia;Artiodactyla;Bovidae;Ovis;hodgsoni;I;China,India,Nepal;Bhutan;Great Tibetan Sheep
Ovis hodgsoni;1564.0;31;1650;0;Animalia;Mammalia;Artiodactyla;Bovidae;Ovis;hodgsoni;I;China,India,Nepal;Bhutan; Nyan
Ovis hodgsoni;1564.0;31;1650;0;Animalia;Mammalia;Artiodactyla;Bovidae;Ovis;hodgsoni;I;China,India,Nepal;Bhutan; Tibetan Argali
Varanus bengalensis;1518.0;53;57200;0;Animalia;Reptilia;Sauria;Varanidae;Varanus;bengalensis;I;Afghanistan,Bangladesh,China,India,Iran (Islamic Republic of),Myanmar,Nepal,Pakistan,Sri Lanka,Thailand;; Bengal Lizard
